"gender";"ethnicity";"birth";"grade";"star";"read";"math";"lunch";"school";"degree";"ladder";"experience";"tethnicity";"system";"schoolid"
"female";"cauc";NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";NA;"3";"regular";NA;NA;"free";"rural";"master";"level1";13;"cauc";"9";"12"
"male";"afam";1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"1";"regular";524;518;"free";"inner-city";"bachelor";"probation";9;"afam";"11";"15"
"male";"afam";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";NA;1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";NA;1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";NA;1980.5;"2";"regular+aide";NA;NA;"non-free";"rural";"master";"level1";15;"cauc";"10";"13"
"female";NA;1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"k";"regular";416;449;"free";"rural";"master";"level1";5;"cauc";"19";"47"
"male";"cauc";1980.5;"1";"regular";434;468;"free";"rural";"bachelor";"level1";12;"cauc";"19";"47"
"male";"cauc";1980.5;"2";"regular";506;533;"non-free";"rural";"bachelor";"probation";2;"cauc";"19";"47"
"male";"cauc";1980.5;"3";"regular+aide";538;544;"non-free";"rural";"bachelor";"probation";0;"cauc";"19";"47"
"female";"cauc";1980.5;"k";"regular+aide";442;459;"free";"rural";"master";"level1";20;"cauc";"3";"3"
"female";"cauc";1980.5;"1";"regular+aide";579;538;"free";"rural";"bachelor";"level1";9;"cauc";"3";"3"
"female";"cauc";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"3";"regular+aide";602;558;"free";"rural";"bachelor";"apprentice";2;"cauc";"36";"71"
"male";"cauc";1980.5;"k";"regular+aide";463;473;"non-free";"rural";"master";"level1";9;"cauc";"31";"65"
"male";"cauc";1980.5;"1";"regular+aide";564;529;"non-free";"rural";"bachelor";"level1";20;"cauc";"31";"65"
"male";"cauc";1980.5;"2";"regular+aide";618;620;"non-free";"rural";"bachelor";"level1";19;"cauc";"31";"65"
"male";"cauc";1980.5;"3";"regular+aide";631;667;"non-free";"rural";"bachelor";"notladder";2;"cauc";"31";"65"
"female";"afam";1980.25;"k";"small";433;478;"non-free";"suburban";"master";"level1";20;"cauc";"11";"17"
"female";"afam";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"k";"small";453;513;"non-free";"urban";"master";"level1";13;"cauc";"13";"37"
"female";"cauc";1980.25;"1";"small";651;612;"non-free";"urban";"master";"level1";15;"cauc";"13";"37"
"female";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980;"k";"regular";439;439;"free";"rural";"master";"level1";6;"cauc";"30";"63"
"male";"afam";1980;"1";"regular+aide";527;518;"free";"rural";"bachelor";"level1";9;"cauc";"30";"63"
"male";"afam";1980;"2";"regular+aide";560;568;"free";"rural";"bachelor";"level1";15;"cauc";"30";"63"
"male";"afam";1980;"3";"regular+aide";593;593;"free";"rural";"bachelor";"level1";15;"cauc";"30";"63"
"male";"cauc";1979;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979;"1";"small";494;557;"non-free";"suburban";"bachelor";"level1";8;"cauc";"18";"46"
"male";"cauc";1979;"2";"small";549;593;"non-free";"suburban";"bachelor";"apprentice";1;"cauc";"18";"46"
"male";"cauc";1979;"3";"small";616;612;"non-free";"suburban";"master";"level1";8;"cauc";"18";"46"
"male";"cauc";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.25;"1";"regular";533;542;"free";"rural";"bachelor";"level1";23;"cauc";"3";"3"
"male";"cauc";1979.25;"2";"regular";547;533;"free";"rural";"bachelor";"notladder";23;"cauc";"3";"3"
"male";"cauc";1979.25;"3";"regular";592;603;"free";"rural";"bachelor";"level1";21;"cauc";"3";"3"
"male";"cauc";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"2";"regular";526;557;"free";"urban";"bachelor";"notladder";15;"cauc";"6";"9"
"male";"cauc";1979.5;"3";"regular";569;565;NA;"urban";"bachelor";"level1";7;"cauc";"6";"9"
"female";"cauc";1980.25;"k";"small";393;459;"free";"rural";"bachelor";"level1";12;"cauc";"41";"79"
"female";"cauc";1980.25;"1";"small";NA;454;"free";"rural";"master";"level1";15;"cauc";"41";"79"
"female";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"1";"regular";548;529;"free";"urban";"bachelor";"level1";5;"cauc";"2";"2"
"female";"cauc";1980.25;"2";"regular";NA;NA;"non-free";"urban";"master";"level1";8;"cauc";"2";"2"
"female";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"2";"regular";554;577;"free";"inner-city";"master";"level1";13;"cauc";"22";"53"
"male";"afam";1979.5;"3";"regular";592;636;"free";"inner-city";"master";"level1";19;"afam";"22";"53"
"male";"cauc";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"1";"regular+aide";466;495;"non-free";"suburban";"bachelor";"probation";2;"cauc";"22";"51"
"male";"cauc";1979.75;"2";"regular+aide";538;526;"non-free";"suburban";"bachelor";"level1";12;"cauc";"22";"51"
"male";"cauc";1979.75;"3";"regular+aide";569;NA;"non-free";"suburban";"bachelor";"level1";14;"afam";"22";"51"
"male";"cauc";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"2";"regular";618;632;"free";"rural";"bachelor";"level1";6;"cauc";"9";"12"
"male";"cauc";1979.5;"3";"regular";636;603;"free";"rural";"bachelor";"probation";0;"cauc";"9";"12"
"male";"afam";1980.5;"k";"regular+aide";434;478;"free";"inner-city";"master";"level1";17;"cauc";"11";"29"
"male";"afam";1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"3";"regular+aide";599;565;"non-free";"rural";"master";"level1";8;"cauc";"41";"78"
"female";"afam";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"2";"small";521;514;"non-free";"suburban";"bachelor";"level1";27;"afam";"22";"52"
"female";"afam";1979.75;"3";"small";NA;NA;NA;"suburban";"bachelor";"level1";23;"cauc";"22";"52"
"female";"cauc";1980.5;"k";"small";472;559;"non-free";"rural";"bachelor";"level1";8;"cauc";"35";"70"
"female";"cauc";1980.5;"1";"small";NA;515;"non-free";"rural";"master";"level1";12;"cauc";"35";"70"
"female";"cauc";1980.5;"2";"small";NA;NA;"non-free";"rural";"master";"level3";14;"cauc";"35";"70"
"female";"cauc";1980.5;"3";"small";NA;612;"non-free";"rural";"bachelor";"apprentice";1;"cauc";"35";"70"
"female";"afam";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.25;"3";"regular+aide";NA;NA;"free";"inner-city";"bachelor";"level1";26;"afam";"11";"19"
"male";"cauc";1980;"k";"regular+aide";411;459;"non-free";"urban";"bachelor";"level1";13;"cauc";"20";"48"
"male";"cauc";1980;"1";"small";480;500;"non-free";"urban";"master";"level3";16;"cauc";"20";"48"
"male";"cauc";1980;"2";"small";555;554;NA;"urban";"bachelor";"level1";17;"cauc";"20";"48"
"male";"cauc";1980;"3";"small";565;562;"non-free";"urban";"master";"level2";11;"cauc";"20";"48"
"female";"cauc";1980.5;"k";"small";428;468;"free";"rural";"bachelor";"level1";16;"cauc";"36";"72"
"female";"cauc";1980.5;"1";"small";553;538;"free";"rural";"master";"level1";7;"cauc";"36";"72"
"female";"cauc";1980.5;"2";"small";608;593;"free";"rural";"bachelor";"level1";10;"cauc";"36";"72"
"female";"cauc";1980.5;"3";"small";618;601;"free";"rural";"bachelor";"level3";18;"cauc";"36";"72"
"male";"afam";NA;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";NA;"3";"regular";NA;NA;"free";"inner-city";"bachelor";"probation";0;"afam";"11";"33"
"female";"cauc";1979.75;"k";"small";554;536;"non-free";"suburban";"master";"level1";17;"cauc";"12";"36"
"female";"cauc";1979.75;"1";"small";629;601;"non-free";"suburban";"bachelor";"level3";19;"cauc";"12";"36"
"female";"cauc";1979.75;"2";"small";709;699;"non-free";"suburban";"master";"level1";17;"cauc";"12";"36"
"female";"cauc";1979.75;"3";"small";713;700;"non-free";"suburban";"master";"level1";17;"cauc";"12";"36"
"male";"cauc";1978.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.75;"1";"regular";553;567;"non-free";"rural";"bachelor";"level1";8;"cauc";"31";"65"
"male";"cauc";1978.75;"2";"regular";579;626;"non-free";"rural";"master";"level1";9;"cauc";"31";"65"
"male";"cauc";1978.75;"3";"regular";582;629;"non-free";"rural";"bachelor";"level1";24;"cauc";"31";"65"
"male";"cauc";1980.5;"k";"small";448;536;"non-free";"rural";"bachelor";"level1";12;"cauc";"21";"50"
"male";"cauc";1980.5;"1";"small";553;545;"non-free";"rural";"bachelor";"notladder";6;"cauc";"21";"50"
"male";"cauc";1980.5;"2";"small";582;603;"non-free";"rural";"bachelor";"level1";10;"cauc";"21";"50"
"male";"cauc";1980.5;"3";"small";602;622;"non-free";"rural";"bachelor";"level1";14;"cauc";"21";"50"
"female";"cauc";1979.75;"k";"regular+aide";NA;NA;"non-free";"inner-city";"bachelor";"level1";9;"cauc";"22";"53"
"female";"cauc";1979.75;"1";"regular+aide";604;578;"non-free";"inner-city";"bachelor";"level1";7;"cauc";"22";"53"
"female";"cauc";1979.75;"2";"regular+aide";573;599;"free";"inner-city";"master";"level1";10;"cauc";"22";"53"
"female";"cauc";1979.75;"3";"regular+aide";713;648;"non-free";"inner-city";"bachelor";"level1";7;"cauc";"22";"53"
"male";"cauc";1979.75;"k";"regular";418;500;"non-free";"rural";"bachelor";"level1";6;"cauc";"36";"71"
"male";"cauc";1979.75;"1";"regular+aide";558;557;"free";"rural";"bachelor";"level1";31;"cauc";"36";"71"
"male";"cauc";1979.75;"2";"regular+aide";596;615;NA;"rural";"bachelor";"probation";1;"cauc";"36";"71"
"male";"cauc";1979.75;"3";"regular+aide";657;631;"non-free";"rural";"bachelor";"level1";12;"cauc";"36";"71"
"female";"cauc";1980.5;"k";"regular+aide";456;506;"non-free";"urban";"master";"level1";12;"cauc";"7";"10"
"female";"cauc";1980.5;"1";"regular";564;627;"non-free";"urban";"master";"level1";3;"cauc";"7";"10"
"female";"cauc";1980.5;"2";"small";596;639;"non-free";"urban";"master";"level1";22;"cauc";"7";"10"
"female";"cauc";1980.5;"3";"small";686;655;"non-free";"urban";"bachelor";"probation";0;"cauc";"7";"10"
"female";"cauc";1979.5;"k";"regular+aide";411;418;"non-free";"rural";"bachelor";"level1";3;"cauc";"32";"66"
"female";"cauc";1979.5;"1";"regular+aide";497;481;"non-free";"rural";"bachelor";"level1";4;"cauc";"32";"66"
"female";"cauc";1979.5;"2";"regular+aide";582;568;"non-free";"rural";"master";"level1";14;"cauc";"32";"66"
"female";"cauc";1979.5;"3";"regular+aide";644;614;"non-free";"rural";"bachelor";"level1";13;"cauc";"32";"66"
"male";"cauc";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.25;"3";"small";529;515;"non-free";"rural";"master";"level3";13;"cauc";"36";"71"
"male";"afam";1978.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978.5;"2";"regular";509;574;"free";"inner-city";"bachelor";"notladder";32;"afam";"11";"31"
"male";"afam";1978.5;"3";"regular";631;626;"free";"inner-city";"bachelor";"level1";5;"cauc";"11";"27"
"female";"cauc";1979.75;"k";"small";455;484;"non-free";"rural";"bachelor";"level1";6;"cauc";"36";"71"
"female";"cauc";1979.75;"1";"small";571;562;"free";"rural";"master";"level1";6;"cauc";"36";"71"
"female";"cauc";1979.75;"2";"small";709;648;NA;"rural";"bachelor";"level1";4;"cauc";"36";"71"
"female";"cauc";1979.75;"3";"small";675;659;"free";"rural";"master";"level3";13;"cauc";"36";"71"
"female";"afam";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.25;"3";"regular";602;559;"free";"inner-city";"master";"level1";19;"afam";"22";"53"
"male";"cauc";1979.75;"k";"small";510;520;"non-free";"suburban";"bachelor";NA;15;"cauc";"18";"43"
"male";"cauc";1979.75;"1";"small";590;578;"non-free";"suburban";"master";"notladder";16;"cauc";"18";"43"
"male";"cauc";1979.75;"2";"small";684;626;"non-free";"suburban";"bachelor";"level1";10;"cauc";"18";"43"
"male";"cauc";1979.75;"3";"small";665;636;"non-free";"suburban";"bachelor";"level1";6;"cauc";"18";"43"
"female";"cauc";1980.25;"k";"regular";442;513;"non-free";"urban";"bachelor";"probation";0;"cauc";"26";"59"
"female";"cauc";1980.25;"1";"regular+aide";579;562;"non-free";"urban";"master";"level1";12;"cauc";"26";"59"
"female";"cauc";1980.25;"2";"regular+aide";614;593;"non-free";"urban";"master";"level1";13;"cauc";"26";"59"
"female";"cauc";1980.25;"3";"regular+aide";647;645;"non-free";"urban";"master";"level1";7;"cauc";"26";"59"
"female";"cauc";1979.75;"k";"regular+aide";NA;NA;"non-free";"suburban";"master";"level1";15;"afam";"11";"21"
"female";"cauc";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980;"1";"small";507;549;"free";"inner-city";"master";"level2";25;"afam";"11";"16"
"male";"afam";1980;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"1";"small";460;479;"free";"inner-city";"master";"probation";2;"cauc";"22";"53"
"male";"afam";1979.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1977.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1977.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1977.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1977.75;"3";"regular+aide";567;589;"free";"inner-city";"bachelor";"notladder";17;"afam";"11";"31"
"male";"afam";1980.5;"k";"regular";421;449;"free";"inner-city";"bachelor";NA;2;"cauc";"11";"32"
"male";"afam";1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979;"2";"small";637;568;"free";"inner-city";"bachelor";"notladder";2;"afam";"11";"22"
"female";"afam";1979;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"k";"regular";395;444;"free";"inner-city";"master";"level1";11;"afam";"11";"15"
"female";"afam";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"1";"regular+aide";462;474;"free";"inner-city";"bachelor";"level1";6;"cauc";"11";"22"
"female";"afam";1979.75;"2";"regular+aide";536;520;"free";"inner-city";"master";"level1";9;"afam";"11";"22"
"female";"afam";1979.75;"3";"regular";604;594;"free";"inner-city";"bachelor";"level1";26;"afam";"11";"22"
"female";"afam";1979.75;"k";"regular+aide";437;506;"free";"inner-city";"master";"level1";5;"cauc";"11";"33"
"female";"afam";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"k";"small";468;536;"non-free";"suburban";"bachelor";"level1";21;"cauc";"11";"20"
"male";"afam";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"k";"small";433;478;"non-free";"rural";"bachelor";"level1";4;"cauc";"16";"40"
"female";"cauc";1980;"1";"small";501;562;"non-free";"rural";"bachelor";"apprentice";2;"cauc";"16";"40"
"female";"cauc";1980;"2";"small";602;593;"non-free";"rural";"master";"level2";28;"cauc";"16";"40"
"female";"cauc";1980;"3";"small";608;629;"non-free";"rural";"bachelor";"level1";36;"cauc";"16";"40"
"male";"afam";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"2";"small";562;546;"free";"suburban";"bachelor";"level1";18;"cauc";"11";"17"
"male";"afam";1979.5;"3";"small";NA;NA;"free";"suburban";"bachelor";"notladder";8;"afam";"11";"17"
"male";"afam";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"3";"regular";608;678;"free";"inner-city";"bachelor";"level1";5;"afam";"11";"29"
"female";"cauc";1979;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979;"1";"small";487;484;"non-free";"urban";"bachelor";"level1";18;"cauc";"6";"9"
"female";"cauc";1979;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"k";"small";408;423;"free";"inner-city";"bachelor";"level1";14;"cauc";"11";"32"
"female";"afam";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"k";"regular+aide";NA;NA;"non-free";"rural";"master";"level1";12;"cauc";"6";"8"
"male";"cauc";1979.75;"1";"regular";544;538;"free";"rural";"master";"level1";9;"cauc";"6";"8"
"male";"cauc";1979.75;"2";"regular";631;615;"free";"rural";"bachelor";"notladder";13;"cauc";"6";"8"
"male";"cauc";1979.75;"3";"regular";647;639;"free";"rural";"bachelor";"level1";22;"cauc";"6";"8"
"male";"cauc";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"3";"small";NA;NA;"non-free";"rural";"bachelor";"level3";16;"afam";"23";"55"
"female";"cauc";1980.25;"k";"small";403;439;"free";"rural";"master";"pending";11;"cauc";"19";"47"
"female";"cauc";1980.25;"1";"small";444;474;"free";"rural";"master";"level1";4;"cauc";"19";"47"
"female";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.25;"k";"regular";424;468;"non-free";"suburban";"bachelor";"level1";8;"cauc";"4";"4"
"male";"cauc";1980.25;"1";"regular+aide";472;484;"non-free";"suburban";"master";"level1";29;"cauc";"4";"4"
"male";"cauc";1980.25;"2";"regular";577;514;"non-free";"suburban";"bachelor";"apprentice";4;"cauc";"28";"61"
"male";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980;"k";"regular+aide";418;489;"free";"suburban";"bachelor";"level1";8;"afam";"11";"17"
"female";"afam";1980;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.25;"k";"regular";448;506;"non-free";"rural";"master";"level1";15;"cauc";"5";"7"
"male";"cauc";1980.25;"1";"regular+aide";530;502;"free";"rural";"master";"level1";16;"cauc";"5";"7"
"male";"cauc";1980.25;"2";"regular+aide";523;550;"free";"rural";"bachelor";"level1";31;"afam";"5";"7"
"male";"cauc";1980.25;"3";"regular+aide";NA;NA;"free";"rural";"bachelor";"probation";0;"cauc";"5";"7"
"male";"cauc";1979.25;"k";"small";424;463;"non-free";"rural";"bachelor";"apprentice";1;"cauc";"24";"57"
"male";"cauc";1979.25;"1";"small";487;512;"non-free";"rural";"master";"level1";15;"cauc";"24";"57"
"male";"cauc";1979.25;"2";"small";557;536;"non-free";"rural";"master";"level1";11;"cauc";"24";"57"
"male";"cauc";1979.25;"3";"small";577;567;"non-free";"rural";"bachelor";"level1";18;"cauc";"24";"57"
"female";"afam";1980.5;"k";"small";463;536;"free";"inner-city";"bachelor";"level1";5;"cauc";"11";"29"
"female";"afam";1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"k";"regular+aide";413;454;"free";"inner-city";"master";"level1";11;"cauc";"11";"18"
"female";"afam";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.25;"k";"regular+aide";442;528;"non-free";"suburban";"bachelor";"level1";17;"cauc";"25";"58"
"male";"cauc";1980.25;"1";"regular+aide";553;549;"non-free";"suburban";"bachelor";"level1";27;"cauc";"25";"58"
"male";"cauc";1980.25;"2";"regular+aide";571;577;"non-free";"suburban";"master";"level1";9;"cauc";"25";"58"
"male";"cauc";1980.25;"3";"regular+aide";641;645;"non-free";"suburban";"bachelor";"level1";8;"cauc";"25";"58"
"male";"cauc";1980.5;"k";"small";393;418;"free";"urban";"bachelor";"level1";11;"cauc";"26";"59"
"male";"cauc";1980.5;"1";"small";NA;NA;"non-free";"urban";"master";"level1";19;"cauc";"26";"59"
"male";"cauc";1980.5;"2";"small";NA;NA;"non-free";"urban";"master";"level1";12;"cauc";"26";"59"
"male";"cauc";1980.5;"3";"small";NA;NA;"non-free";"urban";"bachelor";"apprentice";2;"cauc";"26";"59"
"male";"cauc";1979.5;"k";"regular";431;429;"non-free";"inner-city";"bachelor";"level1";9;"afam";"11";"18"
"male";"cauc";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"k";"regular+aide";NA;NA;"non-free";"suburban";"bachelor";"level1";5;"afam";"11";"21"
"female";"cauc";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
